projektname;kurzzusammenfassung;art;einsatzbereich;status;organisation;webseite_link;quelle;lizenz;lizenz_organisation
Air Quality Box – Feinstaub und mehr messen;Was ist die Air-Quality-Box? Auch Bonn hat ein Problem mit seiner Luftqualität. Leider gibt es bei uns nur eine einzige, offizielle Messstation für ganz Bonn und die steht auch noch am Stadtrand. Mit …;['Datenreporting', 'Wirkungsmessung', 'Öffentliche Daten'];['Klima & Umwelt', 'Stadtentwicklung'];In Betrieb;OK Lab Bonn-Rhein-Sieg, Code for Germany;https://codefor.de/projekte/bn-air-quality-box/;https://codefor.de/projekte/bn-air-quality-box/;CC-BY 4.0;https://codefor.de
Air Quality Box;"Das Projekt ""Air Quality Box"" beabsichtigt, ein Netzwerk von Messstationen in Bonn zu etablieren, die Daten zu Temperatur, Luftfeuchtigkeit und Feinstaub erfassen. Ziel ist es, diese Daten zu visualisieren, um die Luftqualität zu überwachen und die Umweltplanung der Stadt zu unterstützen.";['Datenanalyse', 'Datenerhebung', 'Karten & Verzeichnisse', 'Künstliche Intelligenz', 'Wirkungsmessung'];['Klima & Umwelt', 'Stadtentwicklung'];In Weiterentwicklung;OK Lab Bonn-Rhein-Sieg, Open Knowledge Foundation Deutschland e.V.;https://codefor.de/projekte/bn-air-quality-box/;https://codefor.de/projekte/bn-air-quality-box/;CC-BY 4.0;https://codefor.de/
Akademie für selbstbestimmtes Altwerden und Praxisforschungsstelle;Das Projekt zielt darauf ab, eine Akademie für selbstbestimmtes Altwerden und eine Praxisforschungsstelle im ländlichen Raum aufzubauen. CorrelAid unterstützte Denk-mal-Kultur e.V. dabei, das Interesse der Bevölkerung und relevanter Akteure mittels einer Umfrage zu ermitteln und die Ergebnisse in einem Bericht zusammenzufassen.;['Datenanalyse', 'Datenerhebung', 'Datenreporting'];['Inklusion & Teilhabe', 'Organisation & Professionalisierung', 'Soziale Dienste', 'Stadtentwicklung'];In Weiterentwicklung;Denk-mal-Kultur e.V., CorrelAid;;https://www.correlaid.org/daten-nutzen/projektdatenbank/2020-03-DEN/;CC-BY 4.50;https://civic-data.de/
Alleinerziehend und arbeitslos: Analyse von Daten der Allgemeinen Sozialberatung der Caritas;Wir analysieren Befragungsdaten der Caritas-Sozialberatung und zeigen: Alleinerziehende Mütter tragen ein besonders hohes Risiko für Langzeitarbeitslosigkeit.;['Datenanalyse', 'Datenreporting'];['Anti Dismkriminierung', 'Arbeit & Soziales', 'Soziale Dienste'];Abgeschlossen;Deutscher Caritasverband e.V., Referat Soziale Lebenslagen und Solidarität, CorrelAid e.V.;https://www.caritas.de/neue-caritas/heftarchiv/jahrgang2022/artikel/alleinerziehend-und-arbeitslos, https://github.com/CorrelAid/caritas-project;https://correlaid.org/projekte/projektdatenbank/2021-10-CAR;CC-BY 4.0;https://correlaid.org/
Altglas Container;Die Anwendungen zeigen die Positionen von Altglas-Containern auf einer Karte. Die erste Version zeigt die Altglas-Container in Berlin Charlottenburg-Wilmersdorf. Hoffentlich veröffentlichen bald auch …;['Datenreporting', 'Karten & Verzeichnisse', 'Webanwendungen'];['Klima & Umwelt'];Unbekannt;OK Lab Berlin, Code for Germany;https://bitbucket.org/tbsprs/altglas, https://github.com/k-nut/altglas, http://k-nut.github.io/altglas;https://codefor.de/projekte/altglas/;CC-BY 4.0;https://codefor.de
Amikeco;Plattform, um Gleichgesinnte für allerlei Arten von Aktivitäten zu finden. Amikeco ist das Esperanto-Wort für “Freundschaft”. Refugees und anderweitig Zugezogene haben oft das Problem, …;['Digitale Plattformen', 'Webanwendungen'];['Demokratie & Soziale Rechte', 'Flucht & Migration', 'Inklusion & Teilhabe', 'Soziale Dienste'];Abgeschlossen;OK Lab Leipzig, Code for Germany;http://jrlover.github.io/amikeco, https://github.com/CodeforLeipzig/amikeco;https://codefor.de/projekte/le-drl-amikeco/;CC-BY 4.0;https://codefor.de
Analyse der Wirkung von außerschulischem Erfahrungslernen auf Lehrkräfte;„HERAUSFORDERUNG einfach machen“ fehlen Zeit und Kompetenzen, um aus quantitativen Wirkungsdaten fundierte Erkenntnisse zu ziehen. Wir analysieren die Daten und dokumentieren die Ergebnisse in einem Report.;['Datenanalyse', 'Datenreporting'];[];In Betrieb;HERAUSFORDERUNG einfach machen, CorrelAid e.V.;;https://correlaid.org/projekte/projektdatenbank/2026-06-HER;CC-BY 4.0;https://correlaid.org/
Analyse der Wohnungslosenhilfen im DRK mittels Web Scraping und Data Science;Dieses Projekt der DRK-Wohlfahrt in Zusammenarbeit mit DSSG Berlin nutzte Web Scraping und datenwissenschaftliche Methoden, um systematisch Hilfsangebote für wohnungslose Menschen auf den Websites der DRK-Gliederungen zu identifizieren und zu analysieren. Es diente als Machbarkeitsstudie (Proof of Concept) und demonstrierte das Potenzial datengetriebener Ansätze zur Verbesserung des Verständnisses und der Skalierbarkeit von Angeboten im DRK.;['Datenanalyse'];['Soziale Dienste'];In Weiterentwicklung;DRK-Wohlfahrt, Data Science for Social Good Berlin, Heidelberg Experimental Geometry Lab der Universität Heidelberg;;https://drk-wohlfahrt.de/blog/eintrag/mit-webscraping-data-science-die-wohnungslosenhilfen-im-drk-verstehen/;CC-BY 4.15;https://civic-data.de/
Analyse einer Mitgliederbefragung des Pfadfinderbunds Nord;Der Pfadfinderbund Nord befragt regelmäßig seine 1000 Mitglieder. Wir werten die Umfragedaten aus und machen Erkenntnisse für die 15 Stämme nutzbar.;['Datenanalyse', 'Datenreporting', 'Webanwendungen'];['Bildung', 'Inklusion & Teilhabe', 'Jugendhilfe', 'Soziale Dienste', 'Stadtentwicklung'];Abgeschlossen;Pfadfinder innenbund Nord, CorrelAid e.V.;;https://correlaid.org/projekte/projektdatenbank/2015-08-PBN;CC-BY 4.0;https://correlaid.org/
Analyse- und Recherche-Software zur KI-gestützten Analyse antidemokratischer Bewegungen online (ARAI);Das Projekt ARAI entwickelt eine KI-gestützte Analyse- und Recherche-Software, um antidemokratische Bewegungen im Internet zu identifizieren und zu analysieren.;['Datenanalyse', 'Digitale Plattformen'];['Demokratie & Soziale Rechte', 'Inklusion & Teilhabe'];Unbekannt;Hochschule für Technik und Wirtschaft Berlin;;https://www.htw-berlin.de/forschung/online-forschungskatalog/projekte/projekt/?eid=3606;CC-BY 4.85;https://civic-data.de/
AndYou? - Politisches Weiterdenken – Das Prompt-Workbook;Das Workbook fördert Zukunftskompetenzen und demokratische Teilhabe: Es nutzt textgenerative KI zur Entwicklung von Zukunftsszenarien und Reflexion politischer Dynamiken, thematisiert ethische Fragen und richtet sich an Lehrkräfte aller Altersgruppen. Durch interaktive Prompts und pädagogische Empfehlungen unterstützt das Workbook eine kreative und reflektierte Gestaltung politischer Bildung im digitalen Zeitalter.;['Fortbildung', 'Open-Source-Software'];['Bildung', 'Gesundheit', 'Inklusion & Teilhabe'];In Betrieb;Civic Coding;https://www.researchgate.net/publication/390333422_Politisches_Weiterdenken_-_Das_Workbook;https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/and-you-politisches-weiterdenken-das-prompt-workbook/58;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Anschauliche Aufbereitung von Umfragen zur Teilnehmerstruktur und dem Impact von Veranstaltungen;Das Europäische Jugendparlament will wissen, wie seine Events wirken. Wir analysieren Umfragedaten und visualisieren Teilnehmerprofile und Wirkungsindikatoren.;['Datenanalyse', 'Datenreporting'];['Bildung', 'Demokratie & Soziale Rechte', 'Inklusion & Teilhabe', 'Internationale Projekte', 'Jugendhilfe'];Abgeschlossen;European Youth Parliament, CorrelAid e.V.;;https://correlaid.org/projekte/projektdatenbank/2020-05-EYP;CC-BY 4.0;https://correlaid.org/
Anymate Live;“Anymate Live” ist eine KI-basierte Videoproduktionsplattform zur automatisierten Erstellung von multilingualen (Gebärdensprach)Videos IN ECHTZEIT. Die Videoerstellung erfolgt durch Texteingabe, mithilfe fotorealistischer KI-Avatare.;['Datenreporting', 'Künstliche Intelligenz', 'Webanwendungen'];['Arbeit & Soziales', 'Inklusion & Teilhabe'];In Betrieb;Civic Coding;https://www.civic-coding.de/community/projekt/anymate-live/841;https://www.civic-coding.de/community/projekt/anymate-live/841;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Appointment ai;Appointment ai ist ein Digital Twin für die Tagesorganisation. Die AI bespricht am z.B. Anfang des Tages alle Termine mit dem User und gibt Empfehlungen welche Termine wahrgenommen werden, welche umgestellt werden können und stellt diese dann auch um.;['Automatisierung', 'Recomender System', 'Webanwendungen'];['Arbeit & Soziales'];Unbekannt;Civic Coding;https://www.civic-coding.de/community/projekt/appointment-ai/260;https://www.civic-coding.de/community/projekt/appointment-ai/260;CC-BY-NC-ND 4.0;https://www.civic-coding.de
ArbeitSooNahe;Durch die Anwendung von KI-Lösungen in der Arbeitsorganisation und Produktion sollen KMU in strukturschwachen Regionen gestärkt und die Attraktivität des jeweiligen Standortes langfristig gesichert werden.;['Datenanalyse', 'Digitale Plattformen', 'Künstliche Intelligenz'];['Anti Dismkriminierung', 'Arbeit & Soziales', 'Soziale Dienste'];In Betrieb;Civic Coding;https://www.civic-coding.de/community/projekt/arbeitsoonahe/1062;https://www.civic-coding.de/community/projekt/arbeitsoonahe/1062;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Artificial Intelligence Center Hamburg;Das Artificial Intelligence Center Hamburg (ARIC) stärkt KI-Fähigkeiten in Unternehmen, öffentlicher Verwaltung und Wissenschaft in Hamburg. Es unterstützt KI-Projekte, fördert verantwortungsvolle KI und bietet Vernetzung sowie Wissenstransfer durch Veranstaltungen und Formate.;['Fortbildung', 'Unterstützungstools', 'Virtuelle Assistenz', 'Wissensorganisation'];['Demokratie & Soziale Rechte', 'Organisation & Professionalisierung', 'Soziale Dienste'];In Betrieb;Artificial Intelligence Center Hamburg (ARIC);https://aric-hamburg.de/news/;https://publicinterest.ai/tool/map/project/artificial-intelligence-center-hamburg;CC-BY 4.0;https://publicinterest.ai/
Assistent zur Bearbeitung von Anfragen in der Auftragssachbearbeitung in einem Sozialunternehmen;innatura gGmbH rettet fabrikneue Sachspenden vor der Entsorgung und vermittelt sie an gemeinnützige Organisationen. Anfragen zum Ablauf binden Kapazität bei der Auftragssachbearbeitung. Ein KI-Assistent könnte emails nach Routine-Anfragen analysieren und verständlich beantworten.;[];['Soziale Dienste'];Unbekannt;Civic Coding;https://www.civic-coding.de/community/projekt/assistent-zur-bearbeitung-von-anfragen-in-der-auftragssachbearbeitung-in-einem-sozialunternehmen/1334;https://www.civic-coding.de/community/projekt/assistent-zur-bearbeitung-von-anfragen-in-der-auftragssachbearbeitung-in-einem-sozialunternehmen/1334;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Assisto - Social Copilot;Assisto – Social Copilot soll soziale Teilhabe für alle erleichtern. Ein KI-basierter Assistent, der Menschen dabei unterstützt, Behördenpost und Antragsverfahren zu verstehen, individuelle Handlungsschritte aufzeigt und beim Ausfüllen von Anträgen hilft.;['Künstliche Intelligenz'];['Inklusion & Teilhabe', 'Soziale Dienste'];In Betrieb;Civic Coding;https://www.civic-coding.de/community/projekt/assisto-social-copilot/1482;https://www.civic-coding.de/community/projekt/assisto-social-copilot/1482;CC-BY-NC-ND 4.0;https://www.civic-coding.de
"""Attract, hire, develop, promote"": kann KI helfen damit (unbewusste) Vorurteile minimiert & Talent sich max. entfaltet?";Das unterentwickelte erkennen, verstehen und nutzen von Talenten, Fachwissen und Erfahrungen von Arbeitnehmern ist multidimensionale Verschwendung, die sich niemand leisten kann und darf. KI soll hier helfen diese Verschwendung zu minimieren.;['Automatisierung'];['Anti Dismkriminierung', 'Arbeit & Soziales', 'Inklusion & Teilhabe'];Unbekannt;Civic Coding;https://www.civic-coding.de/community/projekt/attract-hire-develop-promote-kann-ki-helfen-damit-unbewusste-vorurteile-minimiert-talent-sich-max-entfaltet/185;https://www.civic-coding.de/community/projekt/attract-hire-develop-promote-kann-ki-helfen-damit-unbewusste-vorurteile-minimiert-talent-sich-max-entfaltet/185;CC-BY-NC-ND 4.0;https://www.civic-coding.de
AuSeSol_AI;KI-Methoden für die Wärme- und Stromerzeugung mit solarthermischen Kollektorsystemen.;[];['Klima & Umwelt'];Abgeschlossen;Deutsches Zentrum für Luft- und Raumfahrt e.V. (DLR), Concentrating Solar Power España S.L (CSPS), Industrial Solar GmbH, Technische Universität München, Forschungszentrum Jülich GmbH, fortiss GmbH;https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekte/ausesol-ai/;https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx;CC-BY 4.0;https://publicinterest.ai/
Aufbau GPT als Hilfestellung bei der Planung von inklusiven Spielplätzen;Unser Projekt zielt darauf ab, einen KI-basierten Ratgeber für die Planung barrierefreier Spielplätze zu entwickeln, damit Inklusion möglich ist. Dieser Ratgeber wird Expertenwissen mit KI-Analysen kombinieren, um Empfehlungen für barrierefreies Spielplatzdesign bereitzustellen.;['Datenerhebung', 'Künstliche Intelligenz'];['Inklusion & Teilhabe'];In Betrieb;Civic Coding;https://www.civic-coding.de/community/projekt/aufbau-gpt-als-hilfestellung-bei-der-planung-von-inklusiven-spielplaetzen/997;https://www.civic-coding.de/community/projekt/aufbau-gpt-als-hilfestellung-bei-der-planung-von-inklusiven-spielplaetzen/997;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Aufbau Ostberlin;Unser digitaler Architekturführer arbeitet mit einem Datensatz aus dem Nachlass der Fotografin Gisela Dutschmann. Diese war 37 Jahre lang am Ostberliner Fotoarchiv mit der Dokumentation der …;['Datenreporting', 'Webanwendungen'];['Stadtentwicklung'];In Betrieb;OK Lab Berlin, Code for Germany;http://www.aufbau-ostberlin.de, https://github.com/zfhui/CodingDaVinci;https://codefor.de/projekte/aufbau-ostberlin/;CC-BY 4.0;https://codefor.de
Aufbau eines Systems zur Bewertung der Bodenqualität durch maschinelles Lernen und Computer Vision;Maschinelles Lernen und Computer Vision ermöglichen neue Wege zur Bodenanalyse. Wir entwickeln ein System, das Bodenqualität automatisiert bewertet.;['Bildverarbeitung', 'Datenanalyse', 'Künstliche Intelligenz'];['Klima & Umwelt'];Unbekannt;CorrelAid e.V.;;https://correlaid.org/projekte/projektdatenbank/2022-07-MIP;CC-BY 4.0;https://correlaid.org/
Aufbau von LoRaWAN Gateways im ländlichen Raum;Wir ermöglichen mit dem Aufbau von LoRaWAN Gateways in Schleswig-Holstein anderen Projekten, Firmen, Kommunen und der Landwirtschaft den Zugang zum größten IoT Netzwerk. Durch diese Gateways wird es …;['Digitale Plattformen'];['Organisation & Professionalisierung'];In Betrieb;OK Lab Kreis Schleswig-Flensburg, Code for Germany;https://nucleon-ev.eu/best-of-digital-2018/;https://codefor.de/projekte/2018-23-09-aufbau-von-lorawan-gateways-im-laendlichen-raum/;CC-BY 4.0;https://codefor.de
Auswertung einer Umfrage zu KI im Ehrenamt;Wie nutzen bayerische Vereine KI im Ehrenamt? Wir werten eine Umfrage von digital verein(t) aus und visualisieren die Ergebnisse.;['Datenanalyse', 'Datenreporting', 'Open-Source-Software'];['Gesundheit', 'Inklusion & Teilhabe', 'Soziale Dienste'];Abgeschlossen;Civic Data Lab, lagfa bayern, CorrelAid e.V.;https://digital-vereint.de/aktuelles/ki-anwendungen-im-ehrenamt-hype-oder-echter-nutzen/, https://github.com/CorrelAid/dv_ai_survey, https://civic-data.de/ki-ehrenamt/;https://correlaid.org/projekte/projektdatenbank/2024-11-LAF;CC-BY 4.0;https://correlaid.org/
Automatisiert lernendes und selbst optimierendes Personal-Vertretungsmanagement-System (Inklusion und Schulbegleitung).;System für organisationsübergreifendes Personalvertretungsmanagement für die Schulbegleitung (im Rahmen von Inklusion) mit KI-basierten Algorithmen, welches Vertretungszuordnungen in Echtzeit als Entscheidungsgrundlage für das Vertretungsmanagement zur Verfügung stellt.;['Datenanalyse', 'Künstliche Intelligenz'];['Bildung', 'Inklusion & Teilhabe', 'Soziale Dienste'];In Betrieb;Civic Coding;https://www.civic-coding.de/community/projekt/automatisiert-lernendes-und-selbst-optimierendes-personal-vertretungsmanagement-system-inklusion-und-schulbegleitung/756;https://www.civic-coding.de/community/projekt/automatisiert-lernendes-und-selbst-optimierendes-personal-vertretungsmanagement-system-inklusion-und-schulbegleitung/756;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Automatisierte Datenanalyse und Visualisierung für Silbernetz e.V.;CorrelAid automatisierte die Datenverarbeitung und erstellte ein interaktives Shiny Dashboard für Silbernetz e.V. zur wöchentlichen Auswertung von Anrufdaten. Dies spart Zeit bei der manuellen Erfassung und verbessert die Wirkungs-kommunikation des Vereins, beispielsweise für die Spenderansprache.;['Datenanalyse', 'Datenmanagement', 'Datenreporting'];['Soziale Dienste'];In Betrieb;CorrelAid, Silbernetz e.V.;;https://correlaid.org/en/using-data/project-database/2021-07-SIL/;CC-BY 4.10;https://civic-data.de/
