Index;Quelle;Projektname;Webseite-Link;Organisation;Status;Kurzzusammenfassung;Lizenz;Lizenz-Organisation;Projekt-Abkürzung;Art;Einsatzbereich
41;https://www.civic-coding.de/community/projekt/amuvee-plattform-fur-einelternfamilien-one-stop-shop-fur-leistungsantraege-und-casemanagement-fur-beratende/1377;amuvee. Plattform für Einelternfamilien - One Stop Shop für Leistungsanträge und Casemanagement für Beratende;https://www.civic-coding.de/community/projekt/amuvee-plattform-fur-einelternfamilien-one-stop-shop-fur-leistungsantraege-und-casemanagement-fur-beratende/1377;Civic Coding;Laufend;amuvee entlastet Alleinerziehende & Beratende: Familien brauchen heute bis zu 36 Std. für Anträge & verlieren durch Wiederholungen Energie. Unsere Plattform digitalisiert Unterlagensammlungen, stellt automatisiert Anträge & unterstützt Beratende im Casemanagement.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Plattform, Prozessautomatisierung, KI Anwendung, Datenmanagement, Interaktiver Fragebogen, Datenanwendung für Öffentlichkeit;Soziale Arbeit, Inklusion, Chancengleichheit, Armut, Migration, Menschen mit Behinderung, Senior*innen
42;https://www.civic-coding.de/community/projekt/modernisierungscoach/1376;ModernisierungsCoach;https://www.civic-coding.de/community/projekt/modernisierungscoach/1376;Civic Coding;Unbekannt;Der ModernisierungsCoach ist ein KI-gestützter Chatbot, der auf Basis redaktionell erstellter Fachartikel antwortet. Der Coach wird als interaktive Einstiegsberatung rund um die Themen Energie sparen, Modernisieren & Bauen und Fördermittel eingesetzt.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;KI Anwendung, Web-App, Beratung, Maschinelles Lernen;Energie, Umweltschutz, Klimaschutz, Nachhaltigkeit, Ressourcenschutz, Verbraucherschutz
43;https://www.civic-coding.de/community/projekt/gemeinwohlorientierte-konzeptverfahren/1374;Gemeinwohlorientierte Konzeptverfahren;https://www.civic-coding.de/community/projekt/gemeinwohlorientierte-konzeptverfahren/1374;Civic Coding;Laufend;Die Montag Stiftung Urbane Räume entwickelt ein gemeinwohlorientiertes Standardverfahren für den Verkauf von Immobilien nach Konzept – damit Grundstücke nicht meistbietend, sondern im Sinne lebenswerter, grüner, demokratischer und sozial stabiler Städte vergeben werden.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;KI Anwendung, Plattform, Datenvisualisierung, Beratung, Datenanalyse, Interaktive Datenexploration, Datenstandards;Stadtplanung, Umweltschutz, Soziale Arbeit, Nachhaltigkeit, Inklusion, Demokratie
44;https://www.civic-coding.de/community/projekt/ipso-international-psychosocial-organisation/1373;IPSO - International Psychosocial Organisation;https://www.civic-coding.de/community/projekt/ipso-international-psychosocial-organisation/1373;Civic Coding;Laufend;IPSO is a humanitarian nonprofit organization based in Germany specializing in Mental Health and Psychosocial Support Services (MHPSS) through digital worldwide accessible apps (ipso-care and ipso-saba) providing individual counseling to vulnerable individuals in 13 languages.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;IPSO;Web-App, KI Anwendung, Datenanwendung für Öffentlichkeit;Flucht und Migration, Humanitäre Hilfe, Gesundheit, Menschenrechte
45;https://www.civic-coding.de/community/projekt/ki-gestutzte-job-to-job-drehscheibe-fur-smarte-bewerbungsprozesse-mit-chancengleichheit-und-ohne-stigmatisierung/1369;KI gestützte Job-to-Job Drehscheibe für smarte Bewerbungsprozesse mit Chancengleichheit und ohne Stigmatisierung;https://www.civic-coding.de/community/projekt/ki-gestutzte-job-to-job-drehscheibe-fur-smarte-bewerbungsprozesse-mit-chancengleichheit-und-ohne-stigmatisierung/1369;Civic Coding;Unbekannt;Unsere Job-to-Job-Drehscheibe beseitigt Stigmatisierung bei Jobverlust, fördert Chancengleichheit und bietet allen Menschen – unabhängig von Hintergrund oder Qualifikation – anonymen, fairen und KI-gestützten Zugang zu neuen Jobchancen.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;KI Anwendung, Plattform, Prozessautomatisierung, Datenanalyse, Datenvisualisierung, Interaktives Dashboard;Chancengleichheit, Arbeit, Soziale Arbeit, Arbeitsmarkt, Weiterbildung, Vernetzung
46;https://www.civic-coding.de/community/projekt/ki-im-kinderschutz-chancen-nutzen-risiken-erkennen-menschen-staerken/1366;KI im Kinderschutz? Chancen nutzen – Risiken erkennen – Menschen stärken;https://www.civic-coding.de/community/projekt/ki-im-kinderschutz-chancen-nutzen-risiken-erkennen-menschen-staerken/1366;Civic Coding;Unbekannt;KI im Kinderschutz? Wir entwickeln praxisnahe, datenschutzkonforme Lösungen für Elterngespräche, Medienarbeit, Schulworkshops und Förderanträge – und stärken damit Familien, Fachkräfte und Kinder. Chancen nutzen, Risiken reflektieren, Menschen beteiligen.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;KI Anwendung, Beratung, Prozessautomatisierung;Kinder- und Jugendhilfe, Inklusion, Digitale Ethik, Anti-Diskriminierung, Bildung, Familie
47;https://www.civic-coding.de/community/projekt/digitales-wissen-und-regelwerke-ansprechbar-machen-datenschutzkonfom-und-einfach-fur-andere-zu-reproduzieren/1365;Digitales Wissen und Regelwerke ansprechbar machen - datenschutzkonfom und einfach für andere zu reproduzieren;https://www.civic-coding.de/community/projekt/digitales-wissen-und-regelwerke-ansprechbar-machen-datenschutzkonfom-und-einfach-fur-andere-zu-reproduzieren/1365;Civic Coding;Unbekannt;Wie viele andere Organisationen auch, haben wir Regeln, Anforderungen, Richtlinien und Erklärungen für Projekte und Kooperationen erstellt. Diese möchten wir via LLM-Schnittstelle ansprechbar machen. Und dieser Prozess soll für andere möglichst einfach nachbaubar sein.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Maschinelles Lernen, Datenstandards, Open Source, Large Language Model (LLM), Datenanwendung für Öffentlichkeit, Interaktives Dashboard;Gesellschaft und Engagement, Arbeit und Soziales, Umwelt- und Verbraucherschutz, Zivilgesellschaft, Bildung, Demokratie, Datenschutz
48;https://www.civic-coding.de/community/projekt/ai-freitagsschule/1364;AI Freitagsschule;https://www.civic-coding.de/community/projekt/ai-freitagsschule/1364;Civic Coding;Unbekannt;Wir möchten das sehr gefragte Konzept der Freitagsschule bei unserem Verein Bildung für alle e.V. zur Unterstützung von Azubis beim Ausbau ihrer Sprachkompetenz und Bildungsteilhabe an Berufs- und Gewerbeschulen auf ein digitales next level heben.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;E-Learning, KI Anwendung;Arbeit, Soziale Arbeit, Chancengleichheit, Bildung, Migration
49;https://www.civic-coding.de/community/projekt/waysbeyond/1361;waysbeyond;https://www.civic-coding.de/community/projekt/waysbeyond/1361;Civic Coding;Laufend;waysbeyond ist eine globale online platform die lokale Organisationen mit Reisenden und bewussten Individuen verbindet, die durch kompetenzbasierte Freiwilligenarbeit echten Impact leisten wollen – remote oder vor Ort. Gemeinschaftlich. Nachhaltig. Auf Augenhöhe.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;waysbeyond;Plattform, Matching, KI Anwendung;Soziale Arbeit, Vernetzung, Nachhaltigkeit, Gemeinschaft
50;https://www.civic-coding.de/community/projekt/der-plan-fur-deutschland/1359;Der Plan für Deutschland;https://www.civic-coding.de/community/projekt/der-plan-fur-deutschland/1359;Civic Coding;Unbekannt;Deutschland steht vor systemischen Krisen: Rechtsruck, soziale Ungleichheit, Sinnverlust durch Technologiewandel. In 25 Politikfeldern entwickeln wir fundierte Zukunftsszenarien jenseits ideologischer Schranken und in Zahlen. Wir zeigen, wie sich Veränderung finanzieren lässt.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;KI Anwendung, Web-App, Datenanalyse, Datenvisualisierung, Interaktives Dashboard, Wirkungsmessung, Datenanalyse;Gesellschaft und Engagement, Gleichstellung, Chancengleichheit, Stadtplanung, Nachhaltigkeit, Demokratie, Zivilgesellschaft
51;https://www.civic-coding.de/community/projekt/ela-parem-besser-leben/1358;Ela Parem - Besser Leben;https://www.civic-coding.de/community/projekt/ela-parem-besser-leben/1358;Civic Coding;Unbekannt;Das Projekt entwickelt einen KI-gestützten Onlinekurs für Führungskräfte im B2C-Bereich. Eine smarte Lernbegleitung passt Inhalte individuell an und fördert gesunde Selbstführung – flexibel, wirksam und niederschwellig. So entsteht Führung im Einklang mit Gesundheit.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;E-Learning, KI Anwendung, Web-App;Arbeit, Gesundheit, Weiterbildung, Arbeitswelt
52;https://www.civic-coding.de/community/projekt/ki-gestutzte-analyse-und-harmonisierung-der-deutschen-gesetzgebung/1357;KI-gestützte Analyse und Harmonisierung der deutschen Gesetzgebung;https://www.civic-coding.de/community/projekt/ki-gestutzte-analyse-und-harmonisierung-der-deutschen-gesetzgebung/1357;Civic Coding;Unbekannt;Die deutsche Gesetzgebung ist stark fragmentiert und enthält viele redundante, widersprüchliche und veraltete Regelungen. Dies erschwert die Rechtssicherheit, verursacht Bürokratiekosten und belastet die Verwaltung. Es soll die Gesetzgebung verschlanken und ähnlicheZusammenfassen;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Maschinelles Lernen, KI Anwendung, Datenanalyse, Prozessautomatisierung, Prozessoptimierung;Arbeit, Verwaltung, Technologie
53;https://www.civic-coding.de/community/projekt/foerder-agent-fur-gemeinschaftliches-wohnen/1356;Förder-Agent für gemeinschaftliches Wohnen;https://marykockel.de;Civic Coding;Unbekannt;Für gemeinschaftliches Wohnen gibt es viele Förderprogramme auf unterschiedlichen Ebenen (Sanierung, Beratung, Umbau, etc.) und in unterschiedlichen Bundesländern. Wir wollen ein KI-genütztes Tool entwicklen, dass bei der Suche hilft und anhand von Kriterien, Matches vorschlägt.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;KI Anwendung, Plattform, Empfehlungssystem, Start-up, Web-App;Soziale Arbeit, Inklusion, Chancengleichheit, Vernetzung, Senioren, Ländlicher Raum
54;https://www.civic-coding.de/community/projekt/circularity-tool-add-on-smarter-ux-ai-for-decision-making/1355;Circularity Tool Add-on: Smarter UX & AI for Decision-Making;https://www.civic-coding.de/community/projekt/circularity-tool-add-on-smarter-ux-ai-for-decision-making/1355;Civic Coding;Laufend;Our project enhances the Circularity Tool add-on, developed in collaboration with BBSR and IBO. We improved the existing user flow of with AI-powered guidance and UX/UI enhancements, making circularity metrics more accessible and actionable for both experts and non-experts.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;AI Anwendung, Web-App, Datenvisualisierung, Prozessautomatisierung, Interaktives Dashboard, Datenanalyse;Umwelt, Klima, Nachhaltigkeit, Klimaschutz, Ressourcenschutz
55;https://www.civic-coding.de/community/projekt/ki-expertise-aus-hochschulen-fur-soziale-organisationen-volulink/1354;KI-Expertise aus Hochschulen für soziale Organisationen - VoluLink;https://www.civic-coding.de/community/projekt/ki-expertise-aus-hochschulen-fur-soziale-organisationen-volulink/1354;Civic Coding;Unbekannt;Über die VoluLink Plattform werden IT-Studierende und Unternehmensmentor:innen gemeinsam in gemeinnützige digitale Projekte gebracht. Der Hauptfokus ist die Entwicklung von KI Lösungen für gemeinnützige Organisationen. Link zur Plattform: https://app.volulink.de;CC-BY-NC-ND 4.0;https://www.civic-coding.de;VoluLink;KI Anwendung, Generative KI, Large Language Model (LLM), Plattform, Datenanalyse, Maschinelles Lernen, Datenanwendung für Öffentlichkeit;Umweltschutz, Migration, Zivilgesellschaft, Soziale Arbeit, Bildung, KI
56;https://www.civic-coding.de/community/projekt/ki-unterstutzung-fur-mitsprache-fur-ein-faires-angebot-im-lebensmittelsektor/1353;KI Unterstützung für Mitsprache für ein faires Angebot im Lebensmittelsektor;https://www.civic-coding.de/community/projekt/ki-unterstutzung-fur-mitsprache-fur-ein-faires-angebot-im-lebensmittelsektor/1353;Civic Coding;Laufend;"Wir wollen viele Menschen erreichen und überzeugen bei unserer Plattform-Marke mitzumachen um das deutsche Lebensmittelsystem wirksam zu wandeln. Dafür möchten wir uns einen ""4ten KI-Kollegen"" im Team schaffen, der uns bei PR/Kommunikation und Admin unterstützt.";CC-BY-NC-ND 4.0;https://www.civic-coding.de;;KI Anwendung, Web-App, Automatisierung, Reporting, Interaktiver Fragebogen;Umwelt, Verbraucherschutz, Gesellschaft und Engagement, Nachhaltigkeit, Soziale Arbeit, Inklusion, Demokratie
57;https://www.civic-coding.de/community/projekt/hear-i-am-by-little-ears-ev/1352;Hear I am! by Little Ears e.V.;https://www.civic-coding.de/community/projekt/hear-i-am-by-little-ears-ev/1352;Civic Coding;Unbekannt;Mission: Bei Little Ears stärken wir junge Menschen mit Hörbeeinträchtigungen. Wir fördern Lebenskompetenzen, unterstützen die persönliche Entwicklung und schaffen ein starkes Gefühl der Zugehörigkeit für eine inklusive Zukunft. Motto: Mehr Fusion, weniger Inklusion!;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Workshops, Interaktive App, KI Anwendung, Maschinelles Lernen, Inklusion, Data Science, Soziale Innovationen;Inklusion, Gesellschaft und Engagement, Jugend, Gleichstellung
58;https://www.civic-coding.de/community/projekt/automatisierung-und-maschinelles-lernen-fur-verde/1351;Automatisierung und maschinelles Lernen für ver.de;https://www.civic-coding.de/community/projekt/automatisierung-und-maschinelles-lernen-fur-verde/1351;Civic Coding;Unbekannt;Mit ver.de wollen wir einen Beitrag zu nachhaltiger Entwicklung leisten, indem wir Geldströme umlenken. Bei jeder Geldbewegung achten wir auf die Wirkung auf Umwelt und Gesellschaft und auf die Folgen für künftige Generationen. Zudem sind uns Transparenz und Partizipation wichtig;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Prozessautomatisierung, Maschinelles Lernen, Wirkungsmessung, Nachhaltigkeit, Plattform, Datenanwendung;Nachhaltigkeit, Klimaschutz, Umweltschutz, Gesellschaft und Engagement
59;https://www.civic-coding.de/community/projekt/senior-connect/1350;Senior Connect;https://www.civic-coding.de/community/projekt/senior-connect/1350;Civic Coding;Unbekannt;Senior Connect nutzt KI, um erfahrene Fachkräfte (50+) mit passenden Unternehmen zu verbinden. Das Projekt zielt darauf ab, dem Fachkräftemangel entgegenzuwirken und älteren Talenten neue berufliche Perspektiven zu eröffnen.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Maschinelles Lernen, Plattform, KI Anwendung, Prozessautomatisierung;Arbeit, Soziales, Arbeitswelt, Fachkräftesicherung, Chancengleichheit, Inklusion
60;https://www.civic-coding.de/community/projekt/consul-democracy-ki-assistent/1342;Consul Democracy KI Assistent;https://www.civic-coding.de/community/projekt/consul-democracy-ki-assistent/1342;Civic Coding;Unbekannt;Wir entwickeln einen KI-Assistenten für die Beteiligungsplattform Consul Democracy, der demokratische Prozesse erleichtert und Bürger*innen durch K.I. und LLM unterstützt, ihre Vorschläge – für eine zugängliche, faire und lebendige digitale Demokratie, einzubringen.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;KI Anwendung, Open Source, Plattform, Maschinelles Lernen, Interaktive Datenexploration, Prozessautomatisierung, Datenanwendung für Öffentlichkeit;Demokratie, Inklusion, Chancengerechtigkeit, Teilhabe, Zivilgesellschaft, Mitbestimmung, Gesellschaft und Engagement
61;https://www.civic-coding.de/community/projekt/ki-medienmonitor-gemeinwohl/1341;KI-Medienmonitor Gemeinwohl;https://www.civic-coding.de/community/projekt/ki-medienmonitor-gemeinwohl/1341;Civic Coding;Unbekannt;Ein KI-gestütztes Monitoring-Tool erfasst und analysiert automatisch mediale Erwähnungen gemeinwohlorientierter Angebote. Für besser Sichtbarkeit, Wirkungsmessung und strategische Kommunikation.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;Monitoring, KI Anwendung, Web-App, Empfehlungssystem;Soziale Arbeit, Gesundheit, Bildung, Chancengleichheit, Zivilgesellschaft
62;https://www.civic-coding.de/community/projekt/kipanda-campus/1340;KIPanda Campus;https://nocodecreators.de/kontakt.html;Civic Coding;Unbekannt;Der KI-Panda Campus ist ein offenes Lernprojekt für Organisationen, die benachteiligte Jugendliche fördern. Mit No-Code-Tools, KI und OER machen wir digitale Bildung zugänglich. Praxisnah, verständlich und gemeinsam entwickelt.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;;E-Learning, Plattform, KI Anwendung, No-Code, Open Source, Datenstandards;Jugend, Inklusion, Bildung, Soziale Arbeit, Chancengleichheit, Gemeinnützigkeit
63;https://www.civic-coding.de/community/projekt/q-network/1339;Q - Network;https://www.civic-coding.de/community/projekt/q-network/1339;Civic Coding;Unbekannt;Zwischen Forschungsteams und wirtschaftlichen Firmen ist eine große Kluft. Durch Menschliche, Infrastrukturelle, Rechtliche und Finanzielle Hürden können nur wenige Forschungsteams einen Nachweiß zur Wirtschaftlichkeit bekommen. Quality - Network will diese Hürden schmälern.;CC-BY-NC-ND 4.0;https://www.civic-coding.de;Q-Network;Plattform, Maschinelles Lernen, Open-Source, KI Anwendung, Datenstandards;Technologie, Vernetzung, Europa
